City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
478,Aksay,RU,47.26,39.87,34.02,98,86,13.0,overcast clouds
479,Kyra,RU,49.5776,111.9753,-8.34,94,5,4.92,clear sky
480,Sarankhola,BD,22.3082,89.7897,53.69,61,0,2.59,clear sky
481,Makakilo City,US,21.3469,-158.0858,78.69,57,40,9.22,scattered clouds
482,Sayyan,YE,15.1718,44.3244,49.12,46,5,0.45,clear sky
483,Warrnambool,AU,-38.3833,142.4833,72.81,85,100,9.6,overcast clouds
484,Pudozh,RU,61.8099,36.5345,12.51,93,100,6.49,overcast clouds
485,Mikhaylovskoye,RU,51.8239,79.7172,7.81,83,67,11.72,broken clouds
486,Henderson,US,36.0397,-114.9819,61.11,14,0,0.0,clear sky
487,Adrar,MR,20.5022,-10.0711,73.89,12,100,9.37,overcast clouds
488,Opelousas,US,30.5335,-92.0815,47.88,49,0,5.75,clear sky
489,Nouadhibou,MR,20.931,-17.0347,63.01,80,100,19.39,overcast clouds
490,Matagami,CA,49.7502,-77.6328,-3.89,84,0,3.44,clear sky
491,Gangapur,IN,26.4833,76.7167,52.63,40,0,3.42,clear sky
492,Mogadishu,SO,2.0371,45.3438,76.68,78,16,20.38,few clouds
493,Midland,US,31.9974,-102.0779,51.85,22,0,4.61,clear sky
494,Alappuzha,IN,9.49,76.3264,76.06,81,23,6.17,few clouds
495,Mao,ES,39.8885,4.2658,45.16,87,0,6.91,clear sky
496,Victoria,HK,22.2855,114.1577,56.17,80,51,3.0,broken clouds
497,Dehloran,IR,32.6941,47.2679,48.25,41,0,3.6,clear sky
498,Ust-Tsilma,RU,65.441,52.1498,17.26,94,100,8.03,light snow
499,West Lorne,CA,42.6001,-81.5998,10.81,89,93,3.15,overcast clouds
500,Yuanping,CN,38.7153,112.7575,24.46,62,6,2.33,clear sky
501,Itoman,JP,26.1247,127.6694,64.78,88,75,11.5,broken clouds
502,Jaca,ES,42.569,-0.5499,23.2,44,0,4.83,clear sky
503,Neyshabur,IR,36.2133,58.7958,36.0,37,0,2.8,clear sky
504,Chowchilla,US,37.123,-120.2602,61.11,47,0,4.61,clear sky
505,Behbahan,IR,30.5959,50.2417,49.08,52,0,3.22,clear sky
506,Aklavik,CA,68.2191,-135.0107,-21.19,92,100,4.32,overcast clouds
507,Hanna,CA,51.6334,-111.9018,22.37,76,100,6.53,overcast clouds
508,Balotra,IN,25.8333,72.2333,58.59,29,0,3.44,clear sky
509,Trincomalee,LK,8.5711,81.2335,77.77,82,31,0.78,scattered clouds
510,Neusiedl Am See,AT,47.9357,16.8325,48.72,71,100,27.42,overcast clouds
511,Ola,RU,59.5833,151.2833,16.84,78,100,11.61,overcast clouds
512,Comodoro Rivadavia,AR,-45.8667,-67.5,69.66,37,0,29.93,clear sky
513,Puerto Ayacucho,VE,5.6639,-67.6236,84.22,32,64,11.61,broken clouds
514,Ilulissat,GL,69.2167,-51.1,12.22,73,75,19.57,light snow
515,Chernyshevskiy,RU,63.0128,112.4714,-24.34,100,17,3.27,few clouds
516,Kungurtug,RU,50.5994,97.5228,-24.7,98,36,1.3,scattered clouds
517,Abong Mbang,CM,3.9833,13.1833,63.9,37,100,3.44,overcast clouds
518,Fengkou,CN,30.0833,113.2667,34.66,81,8,6.49,clear sky
519,Sambava,MG,-14.2667,50.1667,73.58,91,100,4.79,overcast clouds
520,Limbdi,IN,22.5667,71.8,59.41,34,0,5.21,clear sky
521,Corn Island,NI,12.1694,-83.0418,79.83,71,57,18.68,broken clouds
522,Almaznyy,RU,48.0448,40.045,32.14,89,95,17.07,overcast clouds
523,Nizwa,OM,22.9333,57.5333,64.18,47,0,0.96,clear sky
524,Lagoa Formosa,BR,-18.7786,-46.4075,72.01,87,100,1.83,overcast clouds
525,Walvis Bay,NA,-22.9575,14.5053,62.1,86,10,4.29,clear sky
526,Tahe,CN,52.3333,124.7333,1.24,72,68,7.99,broken clouds
527,Tongliao,CN,43.6125,122.2653,5.81,78,2,5.64,clear sky
528,Vila,PT,42.0304,-8.1588,40.93,48,43,4.59,scattered clouds
529,Gobabis,NA,-22.45,18.9667,68.18,77,18,11.92,light rain
530,Merauke,ID,-8.4667,140.3333,82.29,75,100,8.48,light rain
531,Tevriz,RU,57.509,72.4042,6.31,87,100,7.29,overcast clouds
532,Tautira,PF,-17.7333,-149.15,82.0,74,26,10.29,light rain
533,Kirkenaer,NO,60.4564,12.0582,39.99,55,100,19.39,light rain
534,Boguchany,RU,58.3814,97.4531,0.14,99,100,2.19,overcast clouds
535,Igunga,TZ,-4.2833,33.8833,66.18,85,100,3.27,light rain
536,Thunder Bay,CA,48.4001,-89.3168,18.55,87,100,2.3,overcast clouds
537,Fort Nelson,CA,58.8053,-122.7002,7.25,95,100,3.78,light snow
538,Esfahan,IR,32.6572,51.6776,22.64,36,0,6.62,clear sky
539,Mehamn,NO,71.0357,27.8492,17.04,82,78,3.29,broken clouds
540,Khash,IR,28.2211,61.2158,47.08,67,0,4.23,clear sky
541,Bendigo,AU,-36.7667,144.2833,82.85,64,27,1.99,scattered clouds
542,Espera Feliz,BR,-20.6503,-41.9072,67.57,92,100,4.76,overcast clouds
543,Houma,US,29.5958,-90.7195,46.4,55,0,5.75,clear sky
544,Deneysville,ZA,-26.8908,28.0971,58.12,93,51,7.92,broken clouds
545,Kutum,SD,14.2,24.6667,50.7,21,9,8.14,clear sky
546,Madimba,TZ,-10.4,40.3333,75.04,90,79,5.66,moderate rain
547,Catemaco,MX,18.4167,-95.1167,58.75,95,100,6.24,overcast clouds
548,Emporia,US,38.4039,-96.1817,46.6,25,0,8.05,clear sky
549,Sokoto,NG,13.0609,5.239,66.24,13,0,14.34,clear sky
550,Cravo Norte,CO,6.3017,-70.2041,83.16,40,100,6.06,overcast clouds
551,Port-Gentil,GA,-0.7193,8.7815,80.96,81,95,10.11,overcast clouds
552,Dongsheng,CN,39.8161,109.9776,15.4,43,0,19.8,clear sky
553,Baturaja,ID,-4.1333,104.1667,76.19,93,100,1.19,overcast clouds
554,Verkhnevilyuysk,RU,63.4453,120.3167,-20.63,99,91,4.81,overcast clouds
555,Umm Lajj,SA,25.0213,37.2685,61.41,48,0,11.25,clear sky
556,Kholmogory,RU,64.2229,41.656,17.71,96,100,7.61,overcast clouds
557,Neuquen,AR,-38.9516,-68.0591,80.44,20,4,30.24,clear sky
558,Lyuban,BY,52.7985,28.0048,29.95,96,100,21.65,snow
559,Lewistown,US,40.5992,-77.5714,20.07,38,0,5.75,clear sky
560,Arica,CL,-18.475,-70.3042,70.03,64,0,4.61,clear sky
561,Namtsy,RU,62.7161,129.6658,-30.89,100,65,0.92,broken clouds
562,Bathsheba,BB,13.2167,-59.5167,76.57,76,8,16.37,clear sky
563,Zhenhai,CN,24.2582,118.0905,56.08,84,100,12.33,light rain
564,Sinazongwe,ZM,-17.2614,27.4618,71.92,95,100,3.24,moderate rain
565,Wonthaggi,AU,-38.6044,145.5913,80.17,84,100,12.88,overcast clouds
566,Yarmouth,US,41.7057,-70.2286,21.97,94,100,14.97,fog
567,Asfi,MA,32.2994,-9.2372,60.39,71,0,2.55,clear sky
568,Andenes,NO,69.3143,16.1194,28.38,54,100,19.57,overcast clouds
569,Tyup,KG,42.7276,78.3648,17.8,83,100,3.85,overcast clouds
570,Nagato,JP,34.3833,131.2,45.19,52,100,8.3,overcast clouds
571,Kafue,ZM,-15.7691,28.1814,66.88,97,100,1.45,light rain
572,Wairoa,NZ,-39.0333,177.3667,75.54,64,1,8.01,clear sky
573,Stepnogorsk,KZ,52.3544,71.8869,3.52,97,39,7.49,scattered clouds
574,Pierre,US,44.3683,-100.351,39.85,45,0,9.22,clear sky
575,Lagos,NG,6.5833,3.75,72.39,33,98,4.09,overcast clouds
576,Tupik,RU,54.4253,119.9327,-14.04,95,14,2.91,few clouds
577,Mattru,SL,7.6244,-11.8332,73.8,89,97,2.1,overcast clouds
578,Banda Aceh,ID,5.5577,95.3222,80.15,75,71,5.53,broken clouds
579,Santa Cruz,BO,-17.8,-63.1667,80.06,74,75,4.61,broken clouds
580,Vagur,FO,61.4732,-6.8119,37.2,59,100,14.97,overcast clouds
581,Guane,CU,22.2025,-84.0875,63.41,67,97,10.54,overcast clouds
582,Petropavl,KZ,54.8753,69.1628,0.28,91,100,6.58,overcast clouds
583,Kuala Terengganu,MY,5.3302,103.1408,76.96,78,12,1.1,few clouds
584,Aljezur,PT,37.3191,-8.8033,56.3,50,100,4.63,overcast clouds
585,Prince Rupert,CA,54.3161,-130.3201,41.09,93,100,0.0,light rain
586,Oxford,GB,51.7522,-1.256,42.22,89,14,7.56,few clouds
587,Acarau,BR,-2.8856,-40.12,78.69,76,100,10.22,overcast clouds
588,Vao,NC,-22.6667,167.4833,79.72,87,15,20.22,light rain
589,Poum,NC,-20.2333,164.0167,81.84,76,99,9.04,overcast clouds
590,Maniitsoq,GL,65.4167,-52.9,8.67,75,100,26.37,light snow
591,Esso,RU,55.9333,158.7,22.75,87,100,3.44,overcast clouds
592,Adwa,ET,14.1646,38.8955,56.8,69,12,3.44,few clouds
593,Lincoln,US,40.8,-96.667,47.17,56,0,3.0,clear sky
594,Bitung,ID,1.4451,125.1824,86.85,70,98,7.96,overcast clouds
595,Viesite,LV,56.3475,25.5551,33.96,97,100,15.14,snow
596,Shitanjing,CN,39.2342,106.3439,12.81,39,0,32.88,clear sky
597,Sandpoint,US,48.2766,-116.5533,29.55,87,75,0.0,broken clouds
598,Kalabo,ZM,-14.97,22.6814,63.28,96,100,4.81,overcast clouds
599,Oranjestad,AW,12.524,-70.027,78.3,77,21,13.02,few clouds
600,Temerloh,MY,3.4483,102.4176,76.66,82,46,1.14,scattered clouds
601,Hami,CN,42.8,93.45,19.99,42,4,3.87,clear sky
602,Mashhad,IR,36.297,59.6062,30.34,86,0,0.0,clear sky
603,Lata,PT,40.1629,-8.3327,47.05,51,0,5.37,clear sky
604,Rio Grande,BR,-32.035,-52.0986,70.95,65,25,13.0,scattered clouds
605,Kangasala,FI,61.4638,24.076,28.98,99,100,14.34,light snow
606,Yulara,AU,-25.2406,130.9889,78.64,83,100,13.8,overcast clouds
607,Saint Stephen,GB,50.3333,-4.9,41.76,87,7,5.06,clear sky
608,Bilara,IN,26.1792,73.7056,53.65,30,0,2.39,clear sky
609,Cervo,ES,43.6702,-7.4101,49.96,85,100,15.57,overcast clouds
610,Campo Maior,BR,-4.8278,-42.1686,72.46,91,100,2.64,overcast clouds
611,Tamandare,BR,-8.7597,-35.1047,75.76,81,96,3.33,overcast clouds
612,Balkhash,KZ,46.844,74.9804,24.55,95,100,10.13,overcast clouds
613,Keti Bandar,PK,24.1447,67.4497,68.52,79,0,9.15,clear sky
614,Koutsouras,GR,35.0339,25.9469,52.11,91,94,11.7,overcast clouds
615,Mezen,RU,65.8522,44.24,12.02,94,100,10.2,overcast clouds
616,Mirnyy,RU,62.5353,113.9611,-15.77,75,34,7.0,scattered clouds
617,Anito,PH,12.4497,125.2886,81.84,77,12,4.7,few clouds
618,Caravelas,BR,-17.7125,-39.2481,78.58,82,12,10.67,few clouds
619,Chicama,PE,-7.8447,-79.1469,66.74,73,100,5.88,overcast clouds
620,Hervey Bay,AU,-25.2986,152.8535,86.11,75,21,14.85,few clouds
621,Vardo,NO,70.3705,31.1107,22.71,79,96,1.77,overcast clouds
622,Wabash,US,40.7978,-85.8205,19.81,74,100,4.76,overcast clouds
623,Taoudenni,ML,22.6783,-3.9836,72.5,12,100,13.09,overcast clouds
624,Tessalit,ML,20.1986,1.0114,66.04,16,81,10.87,broken clouds
625,Deputatskiy,RU,69.3,139.9,-19.79,96,99,2.15,overcast clouds
626,Murgab,TM,37.4966,61.9714,39.31,61,100,9.08,overcast clouds
627,Boditi,ET,6.9667,37.8667,54.9,53,45,4.29,scattered clouds
628,Mnogovershinnyy,RU,53.9353,139.9242,-0.69,92,100,5.95,overcast clouds
629,Trussville,US,33.6198,-86.6089,34.65,52,0,0.0,clear sky
630,Sjovegan,NO,68.8726,17.8474,14.23,84,100,6.73,overcast clouds
631,Bongandanga,CD,1.5,21.05,68.88,38,2,1.99,clear sky
632,Labuhan,ID,-6.8844,112.2051,81.64,77,96,5.57,overcast clouds
633,Siniscola,IT,40.5719,9.6922,49.55,61,6,6.73,clear sky
634,Severobaykalsk,RU,55.65,109.3167,-12.46,92,79,4.41,broken clouds
635,Malinovoye Ozero,RU,51.6753,79.7825,8.53,83,71,10.76,broken clouds
636,Hohhot,CN,40.8106,111.6522,16.79,64,100,2.55,overcast clouds
637,Pandamatenga,BW,-18.5278,25.627,65.84,97,99,7.58,light rain
638,Ardakan,IR,32.31,54.0175,38.88,37,0,9.69,clear sky
639,Tigil,RU,57.8,158.6667,25.99,82,100,6.73,overcast clouds
640,Acaponeta,MX,22.4964,-105.3594,69.73,66,0,2.71,clear sky
641,Newport,GB,51.5877,-2.9984,42.85,88,14,6.04,few clouds
642,Opuwo,NA,-18.0607,13.84,66.4,48,100,5.64,overcast clouds
643,Menongue,AO,-14.6585,17.691,63.19,97,100,9.57,light rain
644,Manado,ID,1.487,124.8455,86.77,70,20,4.61,few clouds
645,Tilichiki,RU,60.4667,166.1,10.45,79,20,15.12,few clouds
646,Pergamino,AR,-33.89,-60.5736,73.18,58,0,10.54,clear sky
647,Inhambane,MZ,-23.865,35.3833,76.59,70,100,7.99,overcast clouds
648,Coos Bay,US,43.3665,-124.2179,53.85,88,0,4.61,clear sky
649,Kalmunai,LK,7.4167,81.8167,75.79,87,23,1.95,few clouds
650,Pinkafeld,AT,47.3667,16.1167,38.71,81,100,5.32,overcast clouds
651,Arlit,NE,18.7369,7.3853,61.45,16,1,7.36,clear sky
652,Porto Novo,BJ,6.4965,2.6036,76.82,66,37,2.89,scattered clouds
653,Shimoda,JP,34.6667,138.95,46.76,55,100,12.12,overcast clouds
654,Loksa,EE,59.5764,25.7214,32.32,89,100,21.74,overcast clouds
655,Nombre De Dios,MX,23.85,-104.2333,67.8,28,0,6.26,clear sky
656,Coruripe,BR,-10.1256,-36.1756,77.14,66,100,6.87,overcast clouds
657,Oppdal,NO,62.5943,9.6912,26.47,96,100,14.5,light snow
658,Goderich,CA,43.7501,-81.7165,14.92,67,100,8.05,overcast clouds
659,Nago,JP,26.5881,127.9761,64.83,83,100,10.87,overcast clouds
660,Juba,SS,4.8517,31.5825,74.01,33,10,3.69,clear sky
661,Payson,US,40.0444,-111.7321,39.4,45,0,4.61,clear sky
662,Salalah,OM,17.0151,54.0924,68.09,68,0,2.3,clear sky
663,Honningsvag,NO,70.9821,25.9704,29.97,68,72,8.48,broken clouds
664,Nola,IT,40.922,14.5329,47.93,43,69,3.33,broken clouds
665,Flin Flon,CA,54.7682,-101.865,-7.4,100,77,1.95,broken clouds
666,Dalby,AU,-27.1833,151.2667,84.0,45,96,9.82,overcast clouds
667,Erzin,TR,36.9559,36.2,43.32,75,100,6.69,overcast clouds
668,Gornopravdinsk,RU,60.05,69.9,7.11,95,100,5.03,overcast clouds
669,Xiangfan,CN,32.0422,112.1448,35.82,74,8,1.3,clear sky
670,Guymon,US,36.6828,-101.4816,53.6,15,0,0.0,clear sky
671,Ucluelet,CA,48.9329,-125.5528,43.11,91,100,1.01,light rain
672,Kikwit,CD,-5.041,18.8162,72.97,74,100,1.57,overcast clouds
673,Tezu,IN,27.9167,96.1667,50.05,50,0,3.47,clear sky
674,Allonnes,FR,47.9674,0.1581,48.24,93,100,3.44,overcast clouds
675,Zhigansk,RU,66.7697,123.3711,-33.25,100,96,3.53,overcast clouds
676,Shubarshi,KZ,48.5872,57.1869,14.0,96,100,7.54,overcast clouds
677,Gamba,GA,-2.65,10.0,76.69,91,66,3.02,broken clouds
678,Stuttgart,DE,48.7823,9.177,46.06,89,75,18.41,light intensity drizzle
679,Bam,IR,29.106,58.357,53.58,41,1,5.5,clear sky
680,Kasempa,ZM,-13.4584,25.8338,64.31,98,100,6.38,moderate rain
681,Dogondoutchi,NE,13.6393,4.0287,67.06,13,1,12.15,clear sky
682,Waipawa,NZ,-41.4122,175.5153,71.29,44,8,11.77,clear sky
683,Kamariotissa,GR,40.4833,25.4667,42.85,68,4,18.86,clear sky
684,Hasilpur,PK,29.7122,72.5553,52.38,38,12,5.68,few clouds
685,Todos Santos,MX,23.45,-110.2167,76.01,74,1,7.9,clear sky
686,Strezhevoy,RU,60.7333,77.5889,-0.02,97,100,6.22,overcast clouds
687,Uddevalla,SE,58.3478,11.9424,41.99,59,2,5.01,clear sky
688,Troitskoye,RU,52.9821,84.6757,-4.47,97,29,4.5,scattered clouds
689,Vestmannaeyjar,IS,63.4427,-20.2734,41.0,65,100,18.72,overcast clouds
690,Demirci,TR,39.0461,28.6589,25.12,83,34,5.59,scattered clouds
691,Berlevag,NO,70.8578,29.0864,21.11,76,74,2.37,broken clouds
692,Truth Or Consequences,US,33.1284,-107.2528,50.23,18,0,3.44,clear sky
693,Yeppoon,AU,-23.1333,150.7333,85.78,72,57,16.04,broken clouds
694,Eregli,TR,37.5133,34.0467,23.45,81,100,3.47,overcast clouds
695,Dulce Grande,MX,23.0,-102.1667,61.43,43,18,12.15,few clouds
696,Pandan,PH,14.0453,124.1694,81.93,79,81,4.74,broken clouds
697,Evreux,FR,49.0241,1.1508,49.01,93,100,8.05,overcast clouds
698,Marsh Harbour,BS,26.5412,-77.0636,60.06,59,81,25.17,broken clouds
699,Huilong,CN,31.8111,121.655,44.92,67,82,13.87,broken clouds
700,Aksu,CN,41.1231,80.2644,24.3,50,73,5.14,broken clouds
701,Sabang,ID,5.8933,95.3214,81.9,67,75,6.44,broken clouds
702,Marienburg,PL,54.0359,19.0266,43.84,71,100,31.47,overcast clouds
703,Vaitape,PF,-16.5167,-151.75,80.65,72,99,8.23,overcast clouds
704,Ekibastuz,KZ,51.6667,75.3667,11.66,90,17,9.13,few clouds
705,Teguldet,RU,57.3064,88.1667,-3.73,100,85,2.64,overcast clouds
706,Bene Ayish,IL,31.7833,34.75,50.25,83,0,2.35,clear sky
707,Rio Gallegos,AR,-51.6226,-69.2181,48.25,93,75,9.22,light rain
708,Misratah,LY,32.3754,15.0925,55.81,52,14,23.71,few clouds
709,Chimbote,PE,-9.0853,-78.5783,70.63,80,100,8.79,overcast clouds
710,Noumea,NC,-22.2763,166.4572,85.98,99,35,15.9,scattered clouds
711,Chunoyar,RU,57.4467,97.3217,-1.68,99,100,2.37,overcast clouds
712,Mount Gambier,AU,-37.8333,140.7667,69.71,73,100,8.05,overcast clouds
713,Breves,BR,-1.6822,-50.4803,72.37,98,100,2.98,overcast clouds
714,Gravdal,NO,68.1214,13.5031,24.69,100,20,2.3,few clouds
715,Avera,US,33.194,-82.5271,35.71,33,0,9.71,clear sky
716,Yalova,TR,40.655,29.2769,36.84,79,50,5.64,scattered clouds
717,Tongzi,CN,28.7829,105.0877,39.87,84,25,1.7,scattered clouds
718,Kantang,TH,7.4054,99.5156,78.89,94,20,2.3,few clouds
719,Nioro,GM,13.35,-15.75,74.91,31,99,9.91,overcast clouds
